s, x, y;
155.350000, 154.802275, 1.636492;
155.400000, 154.852272, 1.636012;
155.450000, 154.902270, 1.635541;
155.500000, 154.952268, 1.635080;
155.550000, 155.002266, 1.634631;
155.600000, 155.052264, 1.634193;
155.650000, 155.102262, 1.633769;
155.700000, 155.152261, 1.633360;
155.750000, 155.202259, 1.632966;
155.800000, 155.252258, 1.632589;
155.850000, 155.302256, 1.632230;
155.900000, 155.352255, 1.631889;
155.950000, 155.402254, 1.631570;
156.000000, 155.452253, 1.631271;
156.050000, 155.502253, 1.630995;
156.100000, 155.552252, 1.630742;
156.150000, 155.602251, 1.630514;
156.200000, 155.652251, 1.630312;
156.250000, 155.702251, 1.630137;
156.300000, 155.752250, 1.629990;
156.350000, 155.802250, 1.629872;
156.400000, 155.852250, 1.629785;
156.450000, 155.902250, 1.629729;
156.500000, 155.952250, 1.629705;
156.550000, 156.002250, 1.629716;
156.600000, 156.052250, 1.629761;
156.650000, 156.102250, 1.629842;
156.700000, 156.152250, 1.629951;
156.750000, 156.202250, 1.630081;
156.800000, 156.252250, 1.630232;
156.850000, 156.302249, 1.630402;
156.900000, 156.352249, 1.630590;
156.950000, 156.402249, 1.630795;
157.000000, 156.452248, 1.631015;
157.050000, 156.502247, 1.631249;
157.100000, 156.552247, 1.631495;
157.150000, 156.602246, 1.631753;
157.200000, 156.652245, 1.632022;
157.250000, 156.702245, 1.632299;
157.300000, 156.752244, 1.632584;
157.350000, 156.802243, 1.632875;
157.400000, 156.852242, 1.633172;
157.450000, 156.902241, 1.633472;
157.500000, 156.952240, 1.633775;
157.550000, 157.002239, 1.634079;
157.600000, 157.052239, 1.634384;
157.650000, 157.102238, 1.634687;
157.700000, 157.152237, 1.634987;
157.750000, 157.202236, 1.635284;
157.800000, 157.252235, 1.635576;
157.850000, 157.302234, 1.635861;
157.900000, 157.352233, 1.636139;
157.950000, 157.402233, 1.636408;
158.000000, 157.452232, 1.636667;
158.050000, 157.502231, 1.636915;
158.100000, 157.552231, 1.637150;
158.150000, 157.602230, 1.637371;
158.200000, 157.652230, 1.637577;
158.250000, 157.702230, 1.637766;
158.300000, 157.752229, 1.637938;
158.350000, 157.802229, 1.638090;
158.400000, 157.852229, 1.638223;
158.450000, 157.902229, 1.638333;
158.500000, 157.952229, 1.638421;
158.550000, 158.002229, 1.638485;
158.600000, 158.052229, 1.638523;
158.650000, 158.102229, 1.638535;
158.700000, 158.152229, 1.638519;
158.750000, 158.202229, 1.638474;
158.800000, 158.252228, 1.638398;
158.850000, 158.302228, 1.638291;
158.900000, 158.352228, 1.638150;
158.950000, 158.402228, 1.637976;
159.000000, 158.452227, 1.637765;
159.050000, 158.502227, 1.637518;
159.100000, 158.552226, 1.637233;
159.150000, 158.602225, 1.636909;
159.200000, 158.652224, 1.636543;
159.250000, 158.702222, 1.636136;
159.300000, 158.752220, 1.635686;
159.350000, 158.802217, 1.635192;
159.400000, 158.852215, 1.634665;
159.450000, 158.902212, 1.634156;
159.500000, 158.952210, 1.633669;
159.550000, 159.002208, 1.633202;
159.600000, 159.052206, 1.632753;
159.650000, 159.102204, 1.632320;
159.700000, 159.152202, 1.631901;
159.750000, 159.202200, 1.631496;
159.800000, 159.252199, 1.631100;
159.850000, 159.302197, 1.630714;
159.900000, 159.352196, 1.630334;
159.950000, 159.402194, 1.629960;
160.000000, 159.452193, 1.629588;
160.050000, 159.502192, 1.629218;
160.100000, 159.552190, 1.628847;
160.150000, 159.602189, 1.628474;
160.200000, 159.652187, 1.628096;
160.250000, 159.702186, 1.627713;
160.300000, 159.752184, 1.627321;
160.350000, 159.802183, 1.626919;
160.400000, 159.852181, 1.626505;
160.450000, 159.902179, 1.626078;
160.500000, 159.952177, 1.625635;
160.550000, 160.002175, 1.625175;
160.600000, 160.052173, 1.624695;
160.650000, 160.102170, 1.624195;
160.700000, 160.152168, 1.623671;
160.750000, 160.202165, 1.623122;
160.800000, 160.252161, 1.622547;
160.850000, 160.302158, 1.621942;
160.900000, 160.352154, 1.621308;
160.950000, 160.402149, 1.620641;
161.000000, 160.452144, 1.619939;
161.050000, 160.502139, 1.619202;
161.100000, 160.552133, 1.618427;
161.150000, 160.602126, 1.617611;
161.200000, 160.652119, 1.616754;
161.250000, 160.702111, 1.615854;
161.300000, 160.752102, 1.614908;
161.350000, 160.802092, 1.613914;
161.400000, 160.852082, 1.612921;
161.450000, 160.902074, 1.612049;
161.500000, 160.952069, 1.611296;
161.550000, 161.002065, 1.610655;
161.600000, 161.052062, 1.610117;
161.650000, 161.102060, 1.609673;
161.700000, 161.152058, 1.609317;
161.750000, 161.202058, 1.609039;
161.800000, 161.252057, 1.608833;
161.850000, 161.302057, 1.608689;
161.900000, 161.352057, 1.608599;
161.950000, 161.402057, 1.608556;
162.000000, 161.452057, 1.608552;
162.050000, 161.502057, 1.608578;
162.100000, 161.552057, 1.608626;
162.150000, 161.602057, 1.608688;
162.200000, 161.652057, 1.608757;
162.250000, 161.702057, 1.608823;
162.300000, 161.752057, 1.608879;
162.350000, 161.802057, 1.608917;
162.400000, 161.852057, 1.608929;
162.450000, 161.902057, 1.608907;
162.500000, 161.952057, 1.608842;
162.550000, 162.002057, 1.608727;
162.600000, 162.052056, 1.608553;
162.650000, 162.102056, 1.608312;
162.700000, 162.152055, 1.607996;
162.750000, 162.202053, 1.607598;
162.800000, 162.252051, 1.607109;
162.850000, 162.302047, 1.606521;
162.900000, 162.352042, 1.605825;
162.950000, 162.402036, 1.605015;
163.000000, 162.452027, 1.604081;
163.050000, 162.502016, 1.603016;
163.100000, 162.552001, 1.601811;
163.150000, 162.601983, 1.600459;
163.200000, 162.651960, 1.598951;
163.250000, 162.701932, 1.597280;
163.300000, 162.751898, 1.595437;
163.350000, 162.801857, 1.593414;
163.400000, 162.851808, 1.591204;
163.450000, 162.901750, 1.588797;
163.500000, 162.951682, 1.586187;
163.550000, 163.001602, 1.583365;
163.600000, 163.051510, 1.580323;
163.650000, 163.101402, 1.577053;
163.700000, 163.151279, 1.573547;
163.750000, 163.201138, 1.569797;
163.800000, 163.250978, 1.565795;
163.850000, 163.300796, 1.561533;
163.900000, 163.350591, 1.557013;
163.950000, 163.400365, 1.552261;
164.000000, 163.450119, 1.547307;
164.050000, 163.499855, 1.542181;
164.100000, 163.549577, 1.536912;
164.150000, 163.599287, 1.531531;
164.200000, 163.648987, 1.526067;
164.250000, 163.698682, 1.520550;
164.300000, 163.748374, 1.515011;
164.350000, 163.798067, 1.509478;
164.400000, 163.847764, 1.503981;
164.450000, 163.897468, 1.498551;
164.500000, 163.947183, 1.493217;
164.550000, 163.996911, 1.488009;
164.600000, 164.046655, 1.482956;
164.650000, 164.096417, 1.478089;
164.700000, 164.146200, 1.473438;
164.750000, 164.196006, 1.469032;
164.800000, 164.245835, 1.464902;
164.850000, 164.295688, 1.461077;
164.900000, 164.345566, 1.457588;
164.950000, 164.395469, 1.454464;
165.000000, 164.445394, 1.451736;
165.050000, 164.495341, 1.449434;
165.100000, 164.545306, 1.447588;
165.150000, 164.595288, 1.446227;
165.200000, 164.645280, 1.445377;
165.250000, 164.695276, 1.444728;
165.300000, 164.745272, 1.444095;
165.350000, 164.795268, 1.443478;
165.400000, 164.845265, 1.442874;
165.450000, 164.895261, 1.442283;
165.500000, 164.945258, 1.441704;
165.550000, 164.995255, 1.441136;
165.600000, 165.045251, 1.440578;
165.650000, 165.095248, 1.440028;
165.700000, 165.145245, 1.439486;
165.750000, 165.195243, 1.438950;
165.800000, 165.245240, 1.438419;
165.850000, 165.295237, 1.437893;
165.900000, 165.345234, 1.437370;
165.950000, 165.395232, 1.436849;
166.000000, 165.445229, 1.436330;
166.050000, 165.495226, 1.435810;
166.100000, 165.545223, 1.435289;
166.150000, 165.595221, 1.434766;
166.200000, 165.645218, 1.434240;
166.250000, 165.695215, 1.433710;
166.300000, 165.745212, 1.433174;
166.350000, 165.795209, 1.432632;
166.400000, 165.845206, 1.432082;
166.450000, 165.895203, 1.431523;
166.500000, 165.945200, 1.430955;
166.550000, 165.995197, 1.430376;
166.600000, 166.045193, 1.429786;
166.650000, 166.095189, 1.429182;
166.700000, 166.145186, 1.428565;
166.750000, 166.195182, 1.427932;
166.800000, 166.245177, 1.427283;
166.850000, 166.295173, 1.426618;
166.900000, 166.345168, 1.425933;
166.950000, 166.395163, 1.425230;
167.000000, 166.445158, 1.424506;
167.050000, 166.495153, 1.423760;
167.100000, 166.545147, 1.422992;
167.150000, 166.595140, 1.422201;
167.200000, 166.645134, 1.421384;
167.250000, 166.695127, 1.420542;
167.300000, 166.745119, 1.419673;
167.350000, 166.795111, 1.418776;
167.400000, 166.845102, 1.417850;
167.450000, 166.895093, 1.416894;
167.500000, 166.945084, 1.415906;
167.550000, 166.995073, 1.414887;
167.600000, 167.045062, 1.413834;
167.650000, 167.095051, 1.412758;
167.700000, 167.145039, 1.411696;
167.750000, 167.195028, 1.410648;
167.800000, 167.245018, 1.409614;
167.850000, 167.295007, 1.408593;
167.900000, 167.344997, 1.407584;
167.950000, 167.394987, 1.406586;
168.000000, 167.444977, 1.405599;
168.050000, 167.494968, 1.404622;
168.100000, 167.544958, 1.403653;
168.150000, 167.594949, 1.402693;
168.200000, 167.644940, 1.401739;
168.250000, 167.694931, 1.400793;
168.300000, 167.744922, 1.399851;
168.350000, 167.794913, 1.398915;
168.400000, 167.844905, 1.397982;
168.450000, 167.894896, 1.397053;
168.500000, 167.944887, 1.396126;
168.550000, 167.994879, 1.395200;
168.600000, 168.044870, 1.394275;
168.650000, 168.094862, 1.393350;
168.700000, 168.144853, 1.392423;
168.750000, 168.194845, 1.391495;
168.800000, 168.244836, 1.390565;
168.850000, 168.294827, 1.389630;
168.900000, 168.344818, 1.388692;
168.950000, 168.394809, 1.387748;
169.000000, 168.444800, 1.386799;
169.050000, 168.494791, 1.385842;
169.100000, 168.544782, 1.384878;
169.150000, 168.594773, 1.383906;
169.200000, 168.644763, 1.382924;
169.250000, 168.694753, 1.381932;
169.300000, 168.744743, 1.380930;
169.350000, 168.794733, 1.379916;
169.400000, 168.844722, 1.378889;
169.450000, 168.894711, 1.377848;
169.500000, 168.944700, 1.376794;
169.550000, 168.994689, 1.375725;
169.600000, 169.044677, 1.374639;
169.650000, 169.094665, 1.373537;
169.700000, 169.144652, 1.372418;
169.750000, 169.194639, 1.371280;
169.800000, 169.244626, 1.370123;
169.850000, 169.294612, 1.368946;
169.900000, 169.344598, 1.367749;
169.950000, 169.394583, 1.366530;
170.000000, 169.444568, 1.365288;
170.050000, 169.494552, 1.364023;
170.100000, 169.544535, 1.362734;
170.150000, 169.594518, 1.361420;
170.200000, 169.644500, 1.360081;
170.250000, 169.694481, 1.358715;
170.300000, 169.744462, 1.357321;
170.350000, 169.794441, 1.355900;
170.400000, 169.844420, 1.354449;
170.450000, 169.894398, 1.352968;
170.500000, 169.944376, 1.351457;
170.550000, 169.994352, 1.349915;
170.600000, 170.044327, 1.348352;
170.650000, 170.094302, 1.346772;
170.700000, 170.144277, 1.345177;
170.750000, 170.194251, 1.343568;
170.800000, 170.244225, 1.341949;
170.850000, 170.294198, 1.340320;
170.900000, 170.344172, 1.338683;
170.950000, 170.394145, 1.337040;
171.000000, 170.444117, 1.335394;
171.050000, 170.494090, 1.333745;
171.100000, 170.544063, 1.332095;
171.150000, 170.594036, 1.330447;
171.200000, 170.644009, 1.328801;
171.250000, 170.693982, 1.327161;
171.300000, 170.743955, 1.325527;
171.350000, 170.793929, 1.323902;
171.400000, 170.843903, 1.322287;
171.450000, 170.893877, 1.320684;
171.500000, 170.943852, 1.319095;
171.550000, 170.993827, 1.317522;
171.600000, 171.043803, 1.315967;
171.650000, 171.093779, 1.314430;
171.700000, 171.143756, 1.312915;
171.750000, 171.193734, 1.311422;
171.800000, 171.243712, 1.309954;
171.850000, 171.293691, 1.308513;
171.900000, 171.343672, 1.307100;
171.950000, 171.393652, 1.305717;
172.000000, 171.443634, 1.304366;
172.050000, 171.493617, 1.303049;
172.100000, 171.543600, 1.301767;
172.150000, 171.593585, 1.300524;
172.200000, 171.643571, 1.299332;
172.250000, 171.693558, 1.298187;
172.300000, 171.743545, 1.297086;
172.350000, 171.793534, 1.296026;
172.400000, 171.843524, 1.295003;
172.450000, 171.893514, 1.294013;
172.500000, 171.943505, 1.293052;
172.550000, 171.993496, 1.292116;
172.600000, 172.043488, 1.291202;
172.650000, 172.093480, 1.290307;
172.700000, 172.143472, 1.289425;
172.750000, 172.193464, 1.288554;
172.800000, 172.243457, 1.287689;
172.850000, 172.293449, 1.286828;
172.900000, 172.343442, 1.285966;
172.950000, 172.393434, 1.285099;
173.000000, 172.443427, 1.284224;
173.050000, 172.493419, 1.283337;
173.100000, 172.543411, 1.282434;
173.150000, 172.593402, 1.281511;
173.200000, 172.643393, 1.280566;
173.250000, 172.693384, 1.279593;
173.300000, 172.743374, 1.278589;
173.350000, 172.793363, 1.277551;
173.400000, 172.843351, 1.276475;
173.450000, 172.893339, 1.275356;
173.500000, 172.943325, 1.274192;
173.550000, 172.993310, 1.272978;
173.600000, 173.043294, 1.271711;
173.650000, 173.093277, 1.270387;
173.700000, 173.143258, 1.269003;
173.750000, 173.193237, 1.267553;
173.800000, 173.243214, 1.266035;
173.850000, 173.293188, 1.264446;
173.900000, 173.343161, 1.262780;
173.950000, 173.393130, 1.261035;
174.000000, 173.443097, 1.259207;
174.050000, 173.493060, 1.257292;
174.100000, 173.543020, 1.255286;
174.150000, 173.592976, 1.253185;
174.200000, 173.642927, 1.250986;
174.250000, 173.692874, 1.248686;
174.300000, 173.742817, 1.246290;
174.350000, 173.792757, 1.243849;
174.400000, 173.842696, 1.241371;
174.450000, 173.892632, 1.238856;
174.500000, 173.942567, 1.236308;
174.550000, 173.992501, 1.233728;
174.600000, 174.042433, 1.231119;
174.650000, 174.092363, 1.228484;
174.700000, 174.142292, 1.225823;
174.750000, 174.192220, 1.223139;
174.800000, 174.242147, 1.220435;
174.850000, 174.292073, 1.217712;
174.900000, 174.341998, 1.214973;
174.950000, 174.391922, 1.212220;
175.000000, 174.441846, 1.209455;
175.050000, 174.491768, 1.206680;
175.100000, 174.541691, 1.203898;
175.150000, 174.591613, 1.201110;
175.200000, 174.641535, 1.198318;
175.250000, 174.691457, 1.195526;
175.300000, 174.741379, 1.192734;
175.350000, 174.791301, 1.189946;
175.400000, 174.841224, 1.187163;
175.450000, 174.891147, 1.184387;
175.500000, 174.941070, 1.181621;
175.550000, 174.990994, 1.178866;
175.600000, 175.040919, 1.176126;
175.650000, 175.090845, 1.173402;
175.700000, 175.140772, 1.170695;
175.750000, 175.190699, 1.168010;
175.800000, 175.240628, 1.165347;
175.850000, 175.290559, 1.162708;
175.900000, 175.340490, 1.160097;
175.950000, 175.390424, 1.157514;
176.000000, 175.440359, 1.154963;
176.050000, 175.490295, 1.152445;
176.100000, 175.540233, 1.149962;
176.150000, 175.590174, 1.147518;
176.200000, 175.640116, 1.145113;
176.250000, 175.690060, 1.142750;
176.300000, 175.740006, 1.140431;
176.350000, 175.789954, 1.138159;
176.400000, 175.839905, 1.135935;
176.450000, 175.889858, 1.133761;
176.500000, 175.939813, 1.131641;
176.550000, 175.989770, 1.129575;
176.600000, 176.039730, 1.127567;
176.650000, 176.089692, 1.125618;
176.700000, 176.139656, 1.123730;
176.750000, 176.189623, 1.121906;
176.800000, 176.239592, 1.120148;
176.850000, 176.289563, 1.118458;
176.900000, 176.339537, 1.116838;
176.950000, 176.389513, 1.115290;
177.000000, 176.439491, 1.113816;
177.050000, 176.489472, 1.112419;
177.100000, 176.539454, 1.111101;
177.150000, 176.589439, 1.109863;
177.200000, 176.639424, 1.108651;
177.250000, 176.689410, 1.107439;
177.300000, 176.739395, 1.106227;
177.350000, 176.789380, 1.105015;
177.400000, 176.839366, 1.103803;
177.450000, 176.889351, 1.102591;
177.500000, 176.939336, 1.101379;
177.550000, 176.989322, 1.100167;
177.600000, 177.039307, 1.098955;
177.650000, 177.089292, 1.097743;
177.700000, 177.139277, 1.096531;
177.750000, 177.189263, 1.095319;
177.800000, 177.239248, 1.094107;
177.850000, 177.289233, 1.092896;
177.900000, 177.339219, 1.091684;
177.950000, 177.389204, 1.090472;
178.000000, 177.439189, 1.089260;
178.050000, 177.489175, 1.088048;
178.100000, 177.539160, 1.086836;
178.150000, 177.589145, 1.085624;
178.200000, 177.639131, 1.084412;
178.250000, 177.689116, 1.083200;
178.300000, 177.739101, 1.081988;
178.350000, 177.789086, 1.080776;
178.400000, 177.839072, 1.079564;
178.450000, 177.889057, 1.078352;
178.500000, 177.939042, 1.077140;
178.550000, 177.989028, 1.075929;
178.600000, 178.039013, 1.074717;
178.650000, 178.088998, 1.073505;
178.700000, 178.138985, 1.072335;
178.750000, 178.188971, 1.071172;
178.800000, 178.238958, 1.070009;
178.850000, 178.288944, 1.068845;
178.900000, 178.338931, 1.067682;
178.950000, 178.388917, 1.066519;
179.000000, 178.438903, 1.065356;
179.050000, 178.488890, 1.064193;
179.100000, 178.538876, 1.063030;
179.150000, 178.588863, 1.061867;
179.200000, 178.638849, 1.060704;
179.250000, 178.688836, 1.059541;
179.300000, 178.738822, 1.058377;
179.350000, 178.788809, 1.057214;
179.400000, 178.838795, 1.056051;
179.450000, 178.888782, 1.054888;
179.500000, 178.938768, 1.053725;
179.550000, 178.988755, 1.052562;
179.600000, 179.038741, 1.051399;
179.650000, 179.088728, 1.050236;
179.700000, 179.138714, 1.049073;
179.750000, 179.188701, 1.047909;
179.800000, 179.238687, 1.046746;
179.850000, 179.288673, 1.045583;
179.900000, 179.338660, 1.044420;
179.950000, 179.388646, 1.043257;
180.000000, 179.438633, 1.042094;
180.050000, 179.488619, 1.040931;
180.100000, 179.538606, 1.039768;
180.150000, 179.588592, 1.038605;
180.200000, 179.638579, 1.037441;
180.250000, 179.688565, 1.036278;
180.300000, 179.738552, 1.035115;
180.350000, 179.788538, 1.033952;
180.400000, 179.838525, 1.032789;
180.450000, 179.888511, 1.031626;
180.500000, 179.938498, 1.030463;
180.550000, 179.988484, 1.029300;
180.600000, 180.038471, 1.028137;
180.650000, 180.088457, 1.026973;
180.700000, 180.138443, 1.025810;
180.750000, 180.188430, 1.024647;
180.800000, 180.238416, 1.023484;
180.850000, 180.288403, 1.022321;
180.900000, 180.338389, 1.021158;
180.950000, 180.388376, 1.019995;
181.000000, 180.438362, 1.018832;
181.050000, 180.488349, 1.017669;
